560;Boxholms kommun;Östergötlands län;5444;603,87;525,74;78,13;0;0;10,35;10,354928291551
1272;Bromölla kommun;Skåne län;12698;197,14;162,49;22,78;0;11,87;78,15;78,1463474675365
2305;Bräcke kommun;Jämtlands län;6478;3783,41;3408,09;375,32;0;0;1,9;1,90077139981632
1231;Burlövs kommun;Skåne län;18131;19,21;18,9;0,13;0;0,18;959,31;959,31216931217
1278;Båstads kommun;Skåne län;14814;881,9;217,13;0,62;0;664,15;68,23;68,2264081425874
1438;Dals-Eds kommun;Västra Götalands län;4750;825,43;724,31;101,12;0;0;6,56;6,55796551200453
162;Danderyds kommun;Stockholms län;32884;32,67;26,4;0,15;0;6,12;1245,61;1245,60606060606
1862;Degerfors kommun;Örebro län;9669;433,71;383,95;49,76;0;0;25,18;25,1829665321005
2425;Dorotea kommun;Västerbottens län;2628;2939,91;2764,53;175,38;0;0;0,95;0,950613666699222
1730;Eda kommun;Värmlands län;8592;894,93;820,18;74,75;0;0;10,48;10,4757492257797
125;Ekerö kommun;Stockholms län;27938;384,53;217,46;1,16;165,91;0;128,47;128,47420215212
686;Eksjö kommun;Jönköpings län;17533;873,3;799,4;73,9;0;0;21,93;21,9326995246435
862;Emmaboda kommun;Kalmar län;9406;718,53;689,54;28,99;0;0;13,64;13,6409780433332
381;Enköpings kommun;Uppsala län;43879;1323,82;1178,35;4,64;140,83;0;37,24;37,2376628336233
484;Eskilstuna kommun;Södermanlands län;105014;1250,49;1099,89;22,97;127,63;0;95,48;95,4768204093137
1285;Eslövs kommun;Skåne län;33359;424,68;419,02;5,66;0;0;79,61;79,6119516968164
1445;Essunga kommun;Västra Götalands län;5636;235,68;234,58;1,1;0;0;24,03;24,0259186631426
1982;Fagersta kommun;Västmanlands län;13413;310,4;269,03;41,37;0;0;49,86;49,856893283277
1382;Falkenbergs kommun;Hallands län;44300;1825,72;1108,53;47,81;0;669,38;39,96;39,9628336625982
1499;Falköpings kommun;Västra Götalands län;33075;1065,77;1044,88;20,89;0;0;31,65;
2080;Falu kommun;Dalarnas län;58460;2275,22;2040,27;234,95;0;0;28,65;
1782;Filipstads kommun;Värmlands län;10806;1711,71;1534,04;177,67;0;0;7,04;
562;Finspångs kommun;Östergötlands län;21626;1215,04;1055,25;159,79;0;0;20,49;
482;Flens kommun;Södermanlands län;16826;826,04;718,49;107,55;0;0;23,42;
1763;Forshaga kommun;Värmlands län;11484;397,29;348,16;49,13;0;0;32,98;
1439;Färgelanda kommun;Västra Götalands län;6578;618,32;588,98;29,34;0;0;11,17;
2026;Gagnefs kommun;Dalarnas län;10232;812,39;767,23;45,16;0;0;13,34;
662;Gislaveds kommun;Jönköpings län;29676;1220,72;1137,07;83,65;0;0;26,1;
461;Gnesta kommun;Södermanlands län;11074;538,14;461,11;77,03;0;0;24,02;
617;Gnosjö kommun;Jönköpings län;9735;450,05;420,55;29,5;0;0;23,15;
980;Gotlands kommun;Gotlands län;58659;15241,07;3134,98;31,77;0;12074,32;18,71;
1764;Grums kommun;Värmlands län;9029;478,81;386,36;47,87;44,58;0;23,37;
1444;Grästorps kommun;Västra Götalands län;5739;280,65;264,64;1,17;14,84;0;21,69;
1447;Gullspångs kommun;Västra Götalands län;5272;554,95;315,44;69,08;170,43;0;16,71;
2523;Gällivare kommun;Norrbottens län;17749;16818,24;15690,78;1127,46;0;0;1,13;
2180;Gävle kommun;Gävleborgs län;100825;3200,26;1613,84;169,15;0;1417,27;62,48;
1480;Göteborgs kommun;Västra Götalands län;565496;1025,37;447,88;14,21;0;563,28;1262,61;
1471;Götene kommun;Västra Götalands län;13244;620,71;404,51;0,93;215,27;0;32,74;
643;Habo kommun;Jönköpings län;11891;462,24;328,49;6,25;127,5;0;36,2;
1783;Hagfors kommun;Värmlands län;11726;2000,15;1824,19;175,96;0;0;6,43;
1861;Hallsbergs kommun;Örebro län;15890;670,22;636,71;33,51;0;0;24,96;
1961;Hallstahammars kommun;Västmanlands län;16052;180,26;169,53;1,76;8,97;0;94,69;
1380;Halmstads kommun;Hallands län;99932;1699,89;1013,97;16,98;0;668,94;98,56;
1761;Hammarö kommun;Värmlands län;16250;464,15;59,44;0,9;403,81;0;273,38;
136;Haninge kommun;Stockholms län;88431;2160,87;457,85;6,52;0;1696,5;193,14;
2583;Haparanda kommun;Norrbottens län;9784;1868,27;921,27;38,58;0;908,42;10,62;
331;Heby kommun;Uppsala län;13847;1225,58;1166,9;58,68;0;0;11,87;
2083;Hedemora kommun;Dalarnas län;15550;928,85;834,79;94,06;0;0;18,63;
1283;Helsingborgs kommun;Skåne län;143671;423,92;343,89;1,43;0;78,6;417,78;
1466;Herrljunga kommun;Västra Götalands län;9492;509,52;497,48;12,04;0;0;19,08;
1497;Hjo kommun;Västra Götalands län;9100;584,47;297,04;5,09;282,34;0;30,64;
2104;Hofors kommun;Gävleborgs län;9648;445,72;409,95;35,77;0;0;23,53;
126;Huddinge kommun;Stockholms län;110335;140,67;131,03;8,66;0,98;0;842,06;
2184;Hudiksvalls kommun;Gävleborgs län;37413;4516,62;2489,05;255,65;0;1771,92;15,03;
860;Hultsfreds kommun;Kalmar län;14544;1187;1121,5;65,5;0;0;12,97;
1315;Hylte kommun;Hallands län;11060;1046,6;946,53;100,07;0;0;11,68;
305;Håbo kommun;Uppsala län;21179;186,47;143,55;1,48;41,44;0;147,54;
1863;Hällefors kommun;Örebro län;7092;1151,26;984,96;166,3;0;0;7,2;
2361;Härjedalens kommun;Jämtlands län;10149;11859,63;11283,83;575,8;0;0;0,9;
2280;Härnösands kommun;Västernorrlands län;25227;1938,64;1058,38;42,64;0;837,62;23,84;
1401;Härryda kommun;Västra Götalands län;37430;291,66;266,7;24,96;0;0;140,34;
1293;Hässleholms kommun;Skåne län;52023;1306,39;1268,97;37,42;0;0;41;
1284;Höganäs kommun;Skåne län;26244;676,13;143,5;0,38;0;532,25;182,89;
821;Högsby kommun;Kalmar län;6089;799,42;751,1;48,32;0;0;8,11;
1266;Hörby kommun;Skåne län;15549;433,07;419,37;13,7;0;0;37,08;
1267;Höörs kommun;Skåne län;16521;319,87;290,55;29,32;0;0;56,86;
2510;Jokkmokks kommun;Norrbottens län;5059;19334,4;17600,76;1733,64;0;0;0,29;
123;Järfälla kommun;Stockholms län;76990;63,03;53,79;1,11;8,13;0;1431,31;
680;Jönköpings kommun;Jönköpings län;137863;1925,01;1480,21;73,54;371,26;0;93,14;
2514;Kalix kommun;Norrbottens län;16165;3712,06;1803,08;100,68;0;1808,3;8,97;
880;Kalmar kommun;Kalmar län;67528;1250,96;956,62;3,96;0;290,38;70,59;
1446;Karlsborgs kommun;Västra Götalands län;6991;797,32;405,82;77,27;314,23;0;17,23;
1082;Karlshamns kommun;Blekinge län;32229;832,43;488,68;19,92;0;323,83;65,95;
1883;Karlskoga kommun;Örebro län;30386;510,36;468,24;42,12;0;0;64,89;
1080;Karlskrona kommun;Blekinge län;66623;3338,05;1042,05;27,6;0;2268,4;63,93;
1780;Karlstads kommun;Värmlands län;91374;1517,74;1168,66;73,89;275,19;0;78,19;
483;Katrineholms kommun;Södermanlands län;34195;1189,54;1020,16;94,07;75,31;0;33,52;
1715;Kils kommun;Värmlands län;11919;406,87;359,72;47,15;0;0;33,13;
513;Kinda kommun;Östergötlands län;9860;1301,96;1129,4;172,56;0;0;8,73;
2584;Kiruna kommun;Norrbottens län;23141;20551,45;19155,37;1396,08;0;0;1,21;
1276;Klippans kommun;Skåne län;17484;379,41;374,32;5,09;0;0;46,71;
330;Knivsta kommun;Uppsala län;18255;295,11;282,13;4,25;8,73;0;64,7;
2282;Kramfors kommun;Västernorrlands län;18534;2892,53;1694,59;90,41;0;1107,53;10,94;
1290;Kristianstads kommun;Skåne län;84211;1818,25;1245,22;94,13;0;478,9;67,63;
1781;Kristinehamns kommun;Värmlands län;24551;1384,43;755,2;40,66;588,57;0;32,51;
2309;Krokoms kommun;Jämtlands län;14902;6812,61;6154,45;658,16;0;0;2,42;
1881;Kumla kommun;Örebro län;21577;205,79;204,2;1,59;0;0;105,67;
1384;Kungsbacka kommun;Hallands län;82382;1472,94;606,6;35,17;0;831,17;135,81;
1960;Kungsörs kommun;Västmanlands län;8614;227,13;202,62;0,93;23,58;0;42,51;
1482;Kungälvs kommun;Västra Götalands län;44312;682,43;362,45;8,38;0;311,6;122,26;
1261;Kävlinge kommun;Skåne län;31046;292,45;152,54;1,09;0;138,82;203,53;
1983;Köpings kommun;Västmanlands län;26122;644,48;604,27;26,26;13,95;0;43,23;
1381;Laholms kommun;Hallands län;25211;963,39;882,8;19,34;0;61,25;28,56;
1282;Landskrona kommun;Skåne län;45427;300,65;140,26;0,76;0;159,63;323,88;
1860;Laxå kommun;Örebro län;5662;737,56;602;135,56;0;0;9,41;
1814;Lekebergs kommun;Örebro län;7888;481,67;463,16;18,51;0;0;17,03;
2029;Leksands kommun;Dalarnas län;15673;1411,92;1221,2;190,72;0;0;12,83;
1441;Lerums kommun;Västra Götalands län;41660;308,41;258,55;49,86;0;0;161,13;
761;Lessebo kommun;Kronobergs län;8820;456,36;412,54;43,82;0;0;21,38;
186;Lidingö kommun;Stockholms län;47239;51,05;30,8;0,38;0;19,87;1533,73;
1494;Lidköpings kommun;Västra Götalands län;39533;1372,6;698,63;2,68;671,29;0;56,59;
1462;Lilla Edets kommun;Västra Götalands län;13948;341,79;315,64;26,15;0;0;44,19;
1885;Lindesbergs kommun;Örebro län;23590;1480,5;1377,6;102,9;0;0;17,12;
580;Linköpings kommun;Östergötlands län;158953;1568,57;1427,72;140,85;0;0;111,33;
781;Ljungby kommun;Kronobergs län;28353;1995,13;1747,88;247,25;0;0;16,22;
2161;Ljusdals kommun;Gävleborgs län;19048;5609,79;5256,37;353,42;0;0;3,62;
1864;Ljusnarsbergs kommun;Örebro län;4942;631,1;575,54;55,56;0;0;8,59;
1262;Lomma kommun;Skåne län;24296;90,19;55,51;0,83;0;33,85;437,69;
2085;Ludvika kommun;Dalarnas län;27005;1647,81;1490,37;157,44;0;0;18,12;
2580;Luleå kommun;Norrbottens län;77482;4947,2;2087,79;148,13;0;2711,28;37,11;
1281;Lunds kommun;Skåne län;121893;439,91;427,07;12,84;0;0;285,42;
2481;Lycksele kommun;Västerbottens län;12263;5888,93;5518,18;370,75;0;0;2,22;
1484;Lysekils kommun;Västra Götalands län;14603;695,41;208,45;0,85;0;486,11;70,06;
1280;Malmö kommun;Skåne län;334987;332,29;156,6;1,76;0;173,93;2139,13;
2023;Malung-Sälens kommun;Dalarnas län;10098;4312,5;4084,89;227,61;0;0;2,47;
2418;Malå kommun;Västerbottens län;3124;1727,48;1598,21;129,27;0;0;1,95;
1493;Mariestads kommun;Västra Götalands län;24345;1503,24;602,47;10,93;889,84;0;40,41;
1463;Marks kommun;Västra Götalands län;34502;1013,2;929,2;84;0;0;37,13;
767;Markaryds kommun;Kronobergs län;10179;532,84;517,15;15,69;0;0;19,68;
1461;Melleruds kommun;Västra Götalands län;9363;944,46;513,74;47,62;383,1;0;18,23;
586;Mjölby kommun;Östergötlands län;27107;557,29;546,91;10,38;0;0;49,56;
2062;Mora kommun;Dalarnas län;20377;3111,54;2812,43;299,11;0;0;7,25;
583;Motala kommun;Östergötlands län;43549;1266,75;982,99;68,54;215,22;0;44,3;
642;Mullsjö kommun;Jönköpings län;7363;211,04;200,13;10,91;0;0;36,79;
1430;Munkedals kommun;Västra Götalands län;10437;675,02;634,02;33,67;0;7,33;16,46;
1762;Munkfors kommun;Värmlands län;3758;147,97;141,58;6,39;0;0;26,54;
1481;Mölndals kommun;Västra Götalands län;66733;152,28;145,84;6,44;0;0;457,58;
861;Mönsterås kommun;Kalmar län;13545;941,05;599,41;8,62;0;333,02;22,6;
840;Mörbylånga kommun;Kalmar län;14998;3043,42;667,25;1,2;0;2374,97;22,48;
182;Nacka kommun;Stockholms län;101697;128,83;95,12;4,13;0;29,58;1069,14;
1884;Nora kommun;Örebro län;10727;690,82;618,54;72,28;0;0;17,34;
1962;Norbergs kommun;Västmanlands län;5839;447,69;417,86;29,83;0;0;13,97;
2132;Nordanstigs kommun;Gävleborgs län;9481;2526,01;1370,48;84,85;0;1070,68;6,92;
2401;Nordmalings kommun;Västerbottens län;7121;2472,26;1229,59;40,21;0;1202,46;5,79;
581;Norrköpings kommun;Östergötlands län;140991;2047,69;1495,62;108,99;0;443,08;94,27;
188;Norrtälje kommun;Stockholms län;61057;5869,25;2015,35;98,63;0;3755,27;30,3;
2417;Norsjö kommun;Västerbottens län;4101;1923,58;1739,15;184,43;0;0;2,36;
881;Nybro kommun;Kalmar län;20426;1201,63;1171,72;29,91;0;0;17,43;
140;Nykvarns kommun;Stockholms län;10696;176,99;152,74;16,27;7,98;0;70,03;
480;Nyköpings kommun;Södermanlands län;55552;2066,41;1420,46;133,93;0;512,02;39,11;
192;Nynäshamns kommun;Stockholms län;28137;1300,84;358,75;6,76;0;935,33;78,43;
682;Nässjö kommun;Jönköpings län;31273;988,5;930,22;58,28;0;0;33,62;
2101;Ockelbo kommun;Gävleborgs län;5898;1129,03;1064,76;64,27;0;0;5,54;
1060;Olofströms kommun;Blekinge län;13468;413,44;389,79;23,65;0;0;34,55;
2034;Orsa kommun;Dalarnas län;6884;1797,39;1730,79;66,6;0;0;3,98;
1421;Orusts kommun;Västra Götalands län;15048;882,99;386,49;4,54;0;491,96;38,94;
1273;Osby kommun;Skåne län;13233;599,85;576,38;23,47;0;0;22,96;
882;Oskarshamns kommun;Kalmar län;26929;2277,4;1046,66;48,31;0;1182,43;25,73;
2121;Ovanåkers kommun;Gävleborgs län;11604;2016,98;1873,32;143,66;0;0;6,19;
481;Oxelösunds kommun;Södermanlands län;12015;746,54;35,43;0,16;0;710,95;339,12;
2521;Pajala kommun;Norrbottens län;6066;8050,71;7840,3;210,41;0;0;0,77;
1402;Partille kommun;Västra Götalands län;37931;58,41;56,8;1,61;0;0;667,8;
1275;Perstorps kommun;Skåne län;7436;161,93;158,77;3,16;0;0;46,84;
2581;Piteå kommun;Norrbottens län;42111;4680,53;3086,04;149,04;0;1445,45;13,65;
2303;Ragunda kommun;Jämtlands län;5414;2633,1;2510,96;122,14;0;0;2,16;
2409;Robertsfors kommun;Västerbottens län;6767;2369,66;1292,32;21,06;0;1056,28;5,24;
1081;Ronneby kommun;Blekinge län;29621;1241,84;825,29;36,54;0;380,01;35,89;
2031;Rättviks kommun;Dalarnas län;10839;2137,81;1920,67;217,14;0;0;5,64;
1981;Sala kommun;Västmanlands län;22636;1204,37;1166,83;37,54;0;0;19,4;
128;Salems kommun;Stockholms län;16680;71,09;54,11;7,27;9,71;0;308,26;
2181;Sandvikens kommun;Gävleborgs län;39175;1296,64;1165,78;130,86;0;0;33,6;
191;Sigtuna kommun;Stockholms län;47481;350,26;327,66;4,41;18,19;0;144,91;
1291;Simrishamns kommun;Skåne län;19352;1261,16;392,34;1,1;0;867,72;49,32;
1265;Sjöbo kommun;Skåne län;19090;506,64;492,01;14,63;0;0;38,8;
1495;Skara kommun;Västra Götalands län;18860;448,69;428,62;20,07;0;0;44;
2482;Skellefteå kommun;Västerbottens län;72725;9957,21;6800,56;373,73;0;2782,92;10,69;
1904;Skinnskattebergs kommun;Västmanlands län;4438;718,18;659,42;58,76;0;0;6,73;
1264;Skurups kommun;Skåne län;15674;510,96;193,51;1,65;0;315,8;81;
1496;Skövde kommun;Västra Götalands län;55200;685,08;673,68;11,4;0;0;81,94;
2061;Smedjebackens kommun;Dalarnas län;10877;1057,81;947,95;109,86;0;0;11,47;
2283;Sollefteå kommun;Västernorrlands län;19693;5761,82;5396,48;365,34;0;0;3,65;
163;Sollentuna kommun;Stockholms län;71870;57,97;52,62;3,21;0;2,14;1365,83;
184;Solna kommun;Stockholms län;80035;21,66;19,29;0,19;0,53;1,65;4149,04;
2422;Sorsele kommun;Västerbottens län;2531;7957,69;7367,04;590,65;0;0;0,34;
1427;Sotenäs kommun;Västra Götalands län;9074;684,37;138,2;1,23;0;544,94;65,66;
1230;Staffanstorps kommun;Skåne län;24322;107,27;106,78;0,49;0;0;227,78;
1415;Stenungsunds kommun;Västra Götalands län;26325;301,1;251,87;14,02;0;35,21;104,52;
180;Stockholms kommun;Stockholms län;952058;214,6;187,16;4,46;15,71;7,27;5086,87;
1760;Storfors kommun;Värmlands län;4078;472,71;391,68;81,03;0;0;10,41;
2421;Storumans kommun;Västerbottens län;5912;8234,13;7299,64;934,49;0;0;0,81;
486;Strängnäs kommun;Södermanlands län;35195;975,09;739,42;15,27;220,4;0;47,6;
1486;Strömstads kommun;Västra Götalands län;13237;951,84;467,47;10,13;0;474,24;28,32;
2313;Strömsunds kommun;Jämtlands län;11776;11780,83;10464,65;1316,18;0;0;1,13;
183;Sundbybergs kommun;Stockholms län;49598;8,79;8,69;0,06;0,04;0;5707,48;
2281;Sundsvalls kommun;Västernorrlands län;98837;4444,53;3189,71;262,58;0;992,24;30,99;
1766;Sunne kommun;Värmlands län;13297;1448,25;1288,02;160,23;0;0;10,32;
1907;Surahammars kommun;Västmanlands län;10000;368,99;343,9;25,09;0;0;29,08;
1214;Svalövs kommun;Skåne län;14062;388,62;387,18;1,44;0;0;36,32;
1263;Svedala kommun;Skåne län;21148;227,11;217,91;9,2;0;0;97,05;
1465;Svenljunga kommun;Västra Götalands län;10655;987,14;919,68;67,46;0;0;11,59;
1785;Säffle kommun;Värmlands län;15754;2497,51;1220,88;97,37;1179,26;0;12,9;
2082;Säters kommun;Dalarnas län;11150;624,53;570,33;54,2;0;0;19,55;
684;Sävsjö kommun;Jönköpings län;11546;729,56;679,3;50,26;0;0;17;
2182;Söderhamns kommun;Gävleborgs län;25698;2281,34;1060,85;110,98;0;1109,51;24,22;
582;Söderköpings kommun;Östergötlands län;14549;1325,09;674,17;19,38;0;631,54;21,58;
181;Södertälje kommun;Stockholms län;96254;694,24;524,86;33,27;52,43;83,68;183,39;
1083;Sölvesborgs kommun;Blekinge län;17421;1106,41;185,31;0,58;0;920,52;94,01;
1435;Tanums kommun;Västra Götalands län;12742;2351,37;917,21;37,63;0;1396,53;13,89;
1472;Tibro kommun;Västra Götalands län;11148;235,2;219,8;15,4;0;0;50,72;
1498;Tidaholms kommun;Västra Götalands län;12775;522,94;517,98;4,96;0;0;24,66;
360;Tierps kommun;Uppsala län;20933;2573,8;1546,33;58,13;0;969,34;13,54;
2262;Timrå kommun;Västernorrlands län;18013;1234,16;783,26;39,45;0;411,45;23;
763;Tingsryds kommun;Kronobergs län;12435;1207,25;1044,76;162,49;0;0;11,9;
1419;Tjörns kommun;Västra Götalands län;15862;845,95;167,36;0,79;0;677,8;94,78;
1270;Tomelilla kommun;Skåne län;13430;397,39;395,93;1,46;0;0;33,92;
1737;Torsby kommun;Värmlands län;11822;4357,42;4162,21;195,21;0;0;2,84;
834;Torsås kommun;Kalmar län;7104;605,23;468,35;1,59;0;135,29;15,17;
1452;Tranemo kommun;Västra Götalands län;11842;778,48;741,2;37,28;0;0;15,98;
687;Tranås kommun;Jönköpings län;18891;437,74;402,6;35,14;0;0;46,92;
1287;Trelleborgs kommun;Skåne län;44645;1175,01;339,8;2,38;0;832,83;131,39;
1488;Trollhättans kommun;Västra Götalands län;58389;427,71;409,86;17,85;0;0;142,46;
488;Trosa kommun;Södermanlands län;13001;664,76;209,79;7,62;0;447,35;61,97;
138;Tyresö kommun;Stockholms län;47518;100,53;69,23;3,39;0;27,91;686,38;
160;Täby kommun;Stockholms län;70651;71,22;60,69;5,34;0;5,19;1164,13;
1473;Töreboda kommun;Västra Götalands län;9374;591,14;540,69;50,45;0;0;17,34;
1485;Uddevalla kommun;Västra Götalands län;55877;733,03;637,66;12,65;0;82,72;87,63;
1491;Ulricehamns kommun;Västra Götalands län;24320;1116,89;1046,03;70,86;0;0;23,25;
2480;Umeå kommun;Västerbottens län;125434;5213,39;2317,12;80,49;0;2815,78;54,13;
114;Upplands Väsby kommun;Stockholms län;44788;83,82;75,01;4,84;3,97;0;597,09;
139;Upplands-Bro kommun;Stockholms län;28131;325,23;235,29;6,82;83,12;0;119,56;
380;Uppsala kommun;Uppsala län;221141;2234,44;2182,41;40,76;11,27;0;101,33;
760;Uppvidinge kommun;Kronobergs län;9545;1226,65;1171,88;54,77;0;0;8,15;
584;Vadstena kommun;Östergötlands län;7445;413,26;191,6;16,46;205,2;0;38,86;
665;Vaggeryds kommun;Jönköpings län;13847;858,15;824,88;33,27;0;0;16,79;
563;Valdemarsviks kommun;Östergötlands län;7944;2049,55;733,97;43,12;0;1272,46;10,82;
115;Vallentuna kommun;Stockholms län;33274;368,45;357,74;10,71;0;0;93,01;
2021;Vansbro kommun;Dalarnas län;6825;1657,34;1539,55;117,79;0;0;4,43;
1470;Vara kommun;Västra Götalands län;15965;700,65;696,93;3,72;0;0;22,91;
1383;Varbergs kommun;Hallands län;62928;1703,36;868,62;41,03;0;793,71;72,45;
187;Vaxholms kommun;Stockholms län;11846;107,07;57,84;0,51;0;48,72;204,81;
1233;Vellinge kommun;Skåne län;35904;705,46;142,66;1,19;0;561,61;251,68;
685;Vetlanda kommun;Jönköpings län;27461;1600,42;1500,35;100,07;0;0;18,3;
2462;Vilhelmina kommun;Västerbottens län;6781;8740,52;8048,43;692,09;0;0;0,84;
884;Vimmerby kommun;Kalmar län;15737;1219,8;1140,22;79,58;0;0;13,8;
2404;Vindelns kommun;Västerbottens län;5420;2846,87;2630,05;216,82;0;0;2,06;
428;Vingåkers kommun;Södermanlands län;9218;439,45;370,32;41,51;27,62;0;24,89;
1442;Vårgårda kommun;Västra Götalands län;11508;441,24;426,58;14,66;0;0;26,98;
1487;Vänersborgs kommun;Västra Götalands län;39236;898,83;642,6;23,02;233,21;0;61,06;
2460;Vännäs kommun;Västerbottens län;8785;553,7;529,49;24,21;0;0;16,59;
120;Värmdö kommun;Stockholms län;43666;2980,12;448,12;8,46;0;2523,54;97,44;
683;Värnamo kommun;Jönköpings län;34249;1382,43;1215,82;166,61;0;0;28,17;
883;Västerviks kommun;Kalmar län;36546;3596,78;1874,47;152,45;0;1569,86;19,5;
1980;Västerås kommun;Västmanlands län;150564;1137,82;958,83;4,18;174,81;0;157,03;
780;Växjö kommun;Kronobergs län;91251;1914,29;1665,49;248,8;0;0;54,79;
512;Ydre kommun;Östergötlands län;3717;778,62;675,39;103,23;0;0;5,5;
1286;Ystads kommun;Skåne län;29903;1189,32;350;5,04;0;834,28;85,44;
1492;Åmåls kommun;Västra Götalands län;12715;889,72;481,11;52,39;356,22;0;26,43;
2260;Ånge kommun;Västernorrlands län;9438;3295,61;3050,26;245,35;0;0;3,09;
2321;Åre kommun;Jämtlands län;11298;8236,46;7194,95;1041,51;0;0;1,57;
1765;Årjängs kommun;Värmlands län;9942;1653,04;1409,44;243,6;0;0;7,05;
2463;Åsele kommun;Västerbottens län;2821;4543,71;4223,52;320,19;0;0;0,67;
1277;Åstorps kommun;Skåne län;15875;92,62;92,35;0,27;0;0;171,9;
561;Åtvidabergs kommun;Östergötlands län;11629;780,28;686,6;93,68;0;0;16,94;
765;Älmhults kommun;Kronobergs län;17221;978,22;890,5;87,72;0;0;19,34;
2039;Älvdalens kommun;Dalarnas län;7096;7142,83;6871,91;270,92;0;0;1,03;
319;Älvkarleby kommun;Uppsala län;9395;614,13;215,24;20,29;0;378,6;43,65;
2560;Älvsbyns kommun;Norrbottens län;8238;1795,24;1699,24;96;0;0;4,85;
1292;Ängelholms kommun;Skåne län;41857;477,91;419,87;11,29;0;46,75;99,69;
1407;Öckerö kommun;Västra Götalands län;12930;511,41;25,75;0,13;0;485,53;502,14;
509;Ödeshögs kommun;Östergötlands län;5336;669,08;434,06;16,31;218,71;0;12,29;
1880;Örebro kommun;Örebro län;150949;1620,59;1373,02;50,6;196,97;0;109,94;
1257;Örkelljunga kommun;Skåne län;10052;329,7;319,5;10,2;0;0;31,46;
2284;Örnsköldsviks kommun;Västernorrlands län;56162;8428,99;6376,05;363,09;0;1689,85;8,81;
2380;Östersunds kommun;Jämtlands län;62745;2501,09;2208,29;292,8;0;0;28,41;
117;Österåkers kommun;Stockholms län;44261;554,45;312,37;10,9;0;231,18;141,69;
382;Östhammars kommun;Uppsala län;21922;3486,89;1474,61;28,06;0;1984,22;14,87;
1256;Östra Göinge kommun;Skåne län;14815;451,14;431,84;19,3;0;0;34,31;
2513;Överkalix kommun;Norrbottens län;3346;2919,47;2764,52;154,95;0;0;1,21;
2518;Övertorneå kommun;Norrbottens län;4425;2492,52;2362,3;130,22;0;0;1,87;
